region,site,date,intern_data,burrow_name,visit_type,visits
Whidbey,Pratts Bluff- INTERN,7/3/15,on,b.18,sculpin,1
Whidbey,Pratts Bluff- INTERN,7/3/15,on,b.18,other,1
Whidbey,Pratts Bluff- INTERN,7/3/15,on,b.13A,noprey,2
Whidbey,Pratts Bluff- INTERN,7/3/15,on,b.14,noprey,1
Whidbey,Pratts Bluff- INTERN,7/3/15,on,b.17,noprey,1
Whidbey,Pratts Bluff- INTERN,7/3/15,on,b.16,noprey,2
Whidbey,Pratts Bluff- INTERN,7/3/15,on,b.13B,noprey,2
Whidbey,Pratts Bluff- INTERN,7/3/15,on,b.13B,other,2
Whidbey,Pratts Bluff- INTERN,7/3/15,on,b.11A,noprey,2
Whidbey,Pratts Bluff- INTERN,7/3/15,on,b.4,noprey,2
Whidbey,Pratts Bluff- INTERN,7/3/15,on,b.3,noprey,1
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.2,noprey,3
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.3,noprey,1
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.5,noprey,1
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.11A,noprey,3
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.12A,sculpin,1
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.12A,gunnels,1
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.13B,sculpin,3
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.13B,gunnels,1
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.4,noprey,4
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.4,sculpin,1
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.19,noprey,1
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.19,other,1
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.17,noprey,3
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.18,noprey,2
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.14,noprey,2
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.14,sculpin,3
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.14,other,1
Whidbey,Pratts Bluff- INTERN,7/7/15,on,b.12B,gunnels,2
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.13A,sculpin,1
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.12A,sculpin,2
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.12A,gunnels,1
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.12A,other,1
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.14,sculpin,3
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.14,gunnels,3
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.14,other,1
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.18,noprey,1
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.18,other,1
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.5,noprey,1
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.3,noprey,1
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.4,noprey,1
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.4,gunnels,1
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.2,noprey,1
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.17,noprey,1
Whidbey,Pratts Bluff- INTERN,7/9/15,on,b.19,noprey,2
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.12A,noprey,1
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.12A,sculpin,2
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.12A,gunnels,3
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.4,gunnels,2
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.4,other,1
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.13B,noprey,1
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.13B,sculpin,6
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.13B,gunnels,2
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.13B,other,1
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.14,noprey,1
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.14,sculpin,1
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.14,gunnels,2
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.14,other,2
Whidbey,Pratts Bluff- INTERN,7/13/15,on,b.18,noprey,1
Whidbey,Maylor Point,7/13/15,,b.1,gunnels,1
Whidbey,Monroe Landing,7/8/15,,b.#3,gunnels,1
Whidbey,Hastie Lake,7/10/15,,b.2,noprey,1
Whidbey,Hastie Lake,7/10/15,,b.6,gunnels,1
Whidbey,Hastie Lake,7/10/15,,b.8,noprey,1
Whidbey,Hastie Lake,7/3/15,,b.1,gunnels,1
Whidbey,Hastie Lake,7/3/15,,b.6,gunnels,1
Whidbey,Hastie Lake,7/3/15,,b.7,sculpin,1
Whidbey,Harrington South,7/19/15,,b.8,gunnels,1
Whidbey,Harrington South,7/19/15,,b.8,other,1
Whidbey,Fort Casey North,7/17/15,,b.8,noprey,1
Whidbey,Fort Casey North,7/17/15,,b.6,noprey,3
Whidbey,Fort Casey North,7/17/15,,b.6,sculpin,1
Whidbey,Fort Casey North,7/17/15,,b.1.5,noprey,3
Whidbey,Fort Casey North,7/17/15,,b.1.5,other,1
Whidbey,Fort Casey North,7/17/15,,b.7,gunnels,2
Whidbey,Fort Casey North,7/17/15,,b.2,noprey,8
Whidbey,Fort Casey North,7/17/15,,b.2,other,1
Whidbey,Fort Casey North,7/17/15,,b.9,noprey,2
Whidbey,Fort Casey North,7/17/15,,b.9,other,1
Whidbey,Fort Casey North,7/17/15,,b.10,noprey,3
Whidbey,Fort Casey North,7/17/15,,b.11,gunnels,1
Whidbey,Fort Casey North,7/17/15,,b.12,noprey,1
Whidbey,Fort Casey North,7/17/15,,b.1,noprey,1
Whidbey,Fort Casey North,7/17/15,,b.13,noprey,1
Whidbey,Fort Casey North,7/17/15,,b.10,gunnels,1
Whidbey,Fort Casey North,7/17/15,,b.13,noprey,1
Whidbey,Fort Casey North,7/17/15,,b.1,noprey,1
Whidbey,Fort Casey North,7/17/15,,b.1.5,noprey,3
Whidbey,Fort Casey North,7/17/15,,b.1.5,other,1
Whidbey,Fort Casey North,7/17/15,,b.2,noprey,8
Whidbey,Fort Casey North,7/17/15,,b.2,other,1
Whidbey,Fort Casey North,7/17/15,,b.8,noprey,1
Whidbey,Fort Casey North,7/17/15,,b.6,noprey,3
Whidbey,Fort Casey North,7/17/15,,b.6,sculpin,1
Whidbey,Fort Casey North,7/17/15,,b.7,gunnels,2
Whidbey,Fort Casey North,7/17/15,,b.9,noprey,2
Whidbey,Fort Casey North,7/17/15,,b.9,other,1
Whidbey,Fort Casey North,7/17/15,,b.11,noprey,4
Whidbey,Fort Casey North,7/17/15,,b.12,noprey,1
Whidbey,Mutiny Sands- INTERN,7/20/15,on,b.7A,gunnels,3
Whidbey,Mutiny Sands- INTERN,7/20/15,on,b.7A,other,1
Whidbey,Mutiny Sands- INTERN,7/20/15,on,b.6B,gunnels,2
Whidbey,Mutiny Sands- INTERN,7/20/15,on,b.6A,other,1
Whidbey,Mutiny Sands- INTERN,7/20/15,on,b.1,noprey,2
Whidbey,Mutiny Sands- INTERN,7/20/15,on,b.1,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.6B,noprey,1
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.6B,sculpin,4
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.6B,gunnels,3
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.1,noprey,3
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.5,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.5,other,2
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.5B,sculpin,1
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.5B,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.2,sculpin,2
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.3,noprey,2
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.3,sculpin,2
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.3,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.6A,noprey,1
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.6A,sculpin,1
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.6A,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.4,noprey,1
Whidbey,Mutiny Sands- INTERN,7/6/15,on,b.8,noprey,1
Whidbey,Mutiny Sands- INTERN,7/8/15,on,b.2,noprey,2
Whidbey,Mutiny Sands- INTERN,7/8/15,on,b.2,sculpin,1
Whidbey,Mutiny Sands- INTERN,7/8/15,on,b.2,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/8/15,on,b.6B,noprey,1
Whidbey,Mutiny Sands- INTERN,7/8/15,on,b.6B,sculpin,5
Whidbey,Mutiny Sands- INTERN,7/8/15,on,b.6B,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/8/15,on,b.5,other,4
Whidbey,Mutiny Sands- INTERN,7/8/15,on,b.6A,sculpin,5
Whidbey,Mutiny Sands- INTERN,7/8/15,on,b.6A,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/8/15,on,b.1,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/8/15,on,b.4,noprey,2
Whidbey,Mutiny Sands- INTERN,7/8/15,on,b.4,sculpin,4
Whidbey,Mutiny Sands- INTERN,7/8/15,on,b.5B,sculpin,3
Whidbey,Swantown,7/20/15,,b.1,gunnels,2
Whidbey,Swantown,7/20/15,,b.1,other,1
Whidbey,Swantown,7/20/15,,b.2,noprey,3
Whidbey,Swantown,7/20/15,,b.2,gunnels,4
Whidbey,Swantown,7/20/15,,b.3,gunnels,1
Whidbey,Swantown,7/20/15,,b.3,other,1
Whidbey,Swantown,7/20/15,,b.7,gunnels,1
Whidbey,Swantown,7/20/15,,b.8,noprey,1
Whidbey,Swantown,7/20/15,,b.9,gunnels,2
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.6B,sculpin,3
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.6B,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.2,sculpin,1
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.2,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.2,other,1
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.5B,sculpin,1
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.7A,noprey,1
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.5,other,1
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.1,noprey,1
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.1,sculpin,1
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.1,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.4,noprey,2
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.4,sculpin,4
Whidbey,Mutiny Sands- INTERN,7/10/15,on,b.4,other,2
Whidbey,Mutiny Sands- INTERN,7/14/15,on,b.1,gunnels,2
Whidbey,Mutiny Sands- INTERN,7/14/15,on,b.1,other,1
Whidbey,Mutiny Sands- INTERN,7/14/15,on,b.2,noprey,1
Whidbey,Mutiny Sands- INTERN,7/14/15,on,b.2,gunnels,1
Whidbey,Mutiny Sands- INTERN,7/14/15,on,b.6B,sculpin,3
Whidbey,Mutiny Sands- INTERN,7/14/15,on,b.6B,gunnels,2
Whidbey,Mutiny Sands- INTERN,7/14/15,on,b.6B,other,3
Whidbey,Mutiny Sands- INTERN,7/14/15,on,b.4,other,1
Whidbey,Mutiny Sands- INTERN,7/14/15,on,b.6A,other,1
Whidbey,Mutiny Sands- INTERN,7/14/15,on,b.7A,sculpin,1
Whidbey,Ledgewood,6/25/15,,b.1,noprey,2
Whidbey,Ledgewood,6/25/15,,b.12,gunnels,2
Whidbey,Ledgewood,6/25/15,,b.16,gunnels,1
Whidbey,Ledgewood,7/3/15,,b.2,gunnels,1
Whidbey,Ledgewood,7/3/15,,b.2,other,1
Whidbey,Ledgewood,7/3/15,,b.3,gunnels,1
Whidbey,Ledgewood,7/3/15,,b.12,gunnels,1
Whidbey,Ledgewood,7/3/15,,b.7,noprey,3
Whidbey,Ledgewood,7/3/15,,b.8,noprey,1
Whidbey,Ledgewood,7/3/15,,b.10,noprey,2
Whidbey,Ledgewood,7/11/15,,b.1,noprey,1
Whidbey,Ledgewood,7/11/15,,b.1,gunnels,1
Whidbey,Ledgewood,7/11/15,,b.18,gunnels,1
Whidbey,Ledgewood,7/11/15,,b.2,noprey,1
Whidbey,Ledgewood,7/11/15,,b.2,gunnels,1
Whidbey,Ledgewood,7/11/15,,b.12,gunnels,1
Whidbey,Ledgewood,7/18/15,,b.12,gunnels,2
Whidbey,Ledgewood,7/18/15,,b.3,gunnels,1
Whidbey,Ledgewood,7/18/15,,b.18,gunnels,1
Whidbey,Ledgewood,7/18/15,,b.11,noprey,1
Whidbey,Ledgewood,7/18/15,,b.5A,noprey,3
Whidbey,Ledgewood,7/18/15,,b.7,noprey,2
Whidbey,Ledgewood,7/18/15,,b.8,noprey,3
Whidbey,Ledgewood,7/25/15,,b.3,gunnels,3
Whidbey,Ledgewood,7/25/15,,b.2,gunnels,2
Whidbey,Ledgewood,7/25/15,,b.13,gunnels,2
Whidbey,Ledgewood,7/25/15,,b.5A,gunnels,1
Whidbey,Ledgewood,7/25/15,,b.7,noprey,2
Whidbey,Ledgewood,7/25/15,,b.8,noprey,1
Whidbey,Ledgewood,7/25/15,,b.10,noprey,1
Whidbey,Shore Meadows,7/22/15,,b.2,sculpin,1
Whidbey,Shore Meadows,7/22/15,,b.3,gunnels,1
Whidbey,Shore Meadows,7/22/15,,b.5,noprey,1
Whidbey,Shore Meadows,7/22/15,,b.5,other,1
Whidbey,Shore Meadows,7/22/15,,b.7,noprey,2
Whidbey,Shore Meadows,7/22/15,,b.8,noprey,4
Whidbey,Shore Meadows,7/22/15,,b.10,noprey,2
Whidbey,Shore Meadows,7/22/15,,b.11,noprey,1
Whidbey,Shore Meadows,7/22/15,,b.12,sculpin,1
Whidbey,Shore Meadows,7/22/15,,b.13,noprey,2
Whidbey,Shore Meadows,7/22/15,,b.14,noprey,2
Whidbey,Shore Meadows,7/22/15,,b.15,noprey,2
Whidbey,Shore Meadows,7/22/15,,b.16,noprey,1
Whidbey,Shore Meadows,7/22/15,,b.33,gunnels,2
Whidbey,Shore Meadows,7/22/15,,b.33,other,2
Whidbey,Shore Meadows,7/22/15,,b.41,noprey,1
Whidbey,Shore Meadows,7/22/15,,b.36,gunnels,1
Whidbey,Shore Meadows,7/22/15,,b.32,noprey,1
Whidbey,Shore Meadows,7/22/15,,b.38,noprey,1
Whidbey,Shore Meadows,7/22/15,,b.34,noprey,1
Whidbey,Shore Meadows,7/22/15,,b.39,noprey,1
Whidbey,Shore Meadows,7/22/15,,b.65,gunnels,1
Whidbey,Shore Meadows,7/22/15,,b.64,noprey,2
Whidbey,Shore Meadows,7/22/15,,b.66,noprey,1
Whidbey,Shore Meadows,7/22/15,,b.61,noprey,1
Whidbey,Hastie Lake,7/22/15,,b.3,gunnels,1
Whidbey,Hastie Lake,7/22/15,,b.7,sculpin,2
Whidbey,Hastie Lake,7/22/15,,b.4,other,1
Whidbey,Mutiny Sands- INTERN,7/22/15,on,b.2,gunnels,2
Whidbey,Mutiny Sands- INTERN,7/22/15,on,b.1,noprey,1
Whidbey,Mutiny Sands- INTERN,7/22/15,on,b.1,gunnels,3
Whidbey,Mutiny Sands- INTERN,7/22/15,on,b.7A,noprey,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.13A,noprey,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.13A,sculpin,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.13A,gunnels,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.13A,other,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.16,noprey,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.16,sculpin,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.16,gunnels,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.12A,noprey,3
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.12A,sculpin,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.12A,gunnels,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.17,noprey,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.17,other,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.14,noprey,3
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.2,noprey,5
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.4,noprey,3
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.4,gunnels,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.18,noprey,2
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.3,noprey,2
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.5,noprey,1
Whidbey,Pratts Bluff- INTERN,7/21/15,on,b.12B,noprey,1
Whidbey,Pratts Bluff,7/21/15,,b.14,noprey,1
Whidbey,Pratts Bluff,7/21/15,,b.14,gunnels,1
Whidbey,Pratts Bluff,7/21/15,,b.13,noprey,1
Whidbey,Pratts Bluff,7/21/15,,b.13,gunnels,2
Whidbey,Pratts Bluff,7/21/15,,b.17,noprey,4
Whidbey,Pratts Bluff,7/21/15,,b.16,noprey,2
Whidbey,Pratts Bluff,7/21/15,,b.15,noprey,2
Whidbey,Pratts Bluff,7/21/15,,b.1,noprey,2
Whidbey,Pratts Bluff,7/21/15,,b.3,noprey,3
Whidbey,Pratts Bluff,7/21/15,,b.4,noprey,2
Whidbey,Mutiny Sands,6/23/15,,b.5A,gunnels,1
Whidbey,Mutiny Sands,6/23/15,,b.5A,other,1
Whidbey,Mutiny Sands,6/23/15,,b.8,noprey,1
Whidbey,Mutiny Sands,6/23/15,,b.9,noprey,1
Whidbey,Mutiny Sands,6/23/15,,b.4,noprey,1
Whidbey,Mutiny Sands,6/23/15,,b.7C,noprey,1
Whidbey,Mutiny Sands,6/30/15,,b.5A,sculpin,2
Whidbey,Mutiny Sands,6/30/15,,b.7A,noprey,1
Whidbey,Mutiny Sands,6/30/15,,b.7C,gunnels,1
Whidbey,Mutiny Sands,7/7/15,,b.3A,noprey,2
Whidbey,Mutiny Sands,7/7/15,,b.4,noprey,5
Whidbey,Mutiny Sands,7/7/15,,b.4,sculpin,1
Whidbey,Mutiny Sands,7/7/15,,b.4A,noprey,2
Whidbey,Mutiny Sands,7/7/15,,b.5A,sculpin,1
Whidbey,Mutiny Sands,7/7/15,,b.6A,sculpin,2
Whidbey,Mutiny Sands,7/7/15,,b.6A,gunnels,1
Whidbey,Mutiny Sands,7/7/15,,b.7C,other,1
Whidbey,Mutiny Sands,7/14/15,,b.1,gunnels,1
Whidbey,Mutiny Sands,7/14/15,,b.6A,sculpin,2
Whidbey,Mutiny Sands,7/14/15,,b.7A,other,1
Whidbey,Mutiny Sands,7/14/15,,b.7C,sculpin,1
Whidbey,Mutiny Sands,7/21/15,,b.2,sculpin,1
Whidbey,Mutiny Sands,7/21/15,,b.7A,gunnels,1
Whidbey,Rolling Hills #1,7/22/15,,b.3,sculpin,1
Whidbey,Rolling Hills #1,7/22/15,,b.4,noprey,1
Whidbey,Rolling Hills #1,7/22/15,,b.5,noprey,2
Whidbey,Rolling Hills #1,7/22/15,,b.8,noprey,1
Whidbey,Rolling Hills #1,7/22/15,,b.9,noprey,1
Whidbey,Rolling Hills #1,7/22/15,,b.11,noprey,3
Whidbey,Rolling Hills #1,7/22/15,,b.13,noprey,1
Whidbey,Rolling Hills #1,7/22/15,,b.17,noprey,2
Whidbey,Rolling Hills #1,7/22/15,,b.17,sculpin,1
Whidbey,Rolling Hills #1,7/22/15,,b.17,gunnels,4
Whidbey,Rolling Hills #1,7/22/15,,b.17,other,1
Whidbey,Rolling Hills #1,7/22/15,,b.18,noprey,1
Whidbey,Rolling Hills #1,7/22/15,,b.19,noprey,1
Whidbey,Rolling Hills #1,7/22/15,,b.20,noprey,1
Whidbey,Rolling Hills #1,7/22/15,,b.33,other,1
Whidbey,Rolling Hills #2,7/22/15,,b.20,noprey,1
Whidbey,Rolling Hills #2,7/22/15,,b.33,other,1
Whidbey,Mutiny Sands- INTERN,7/24/15,on,b.2,gunnels,2
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.16,noprey,1
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.16,sculpin,1
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.16,gunnels,2
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.12A,noprey,1
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.12A,gunnels,3
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.12A,other,1
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.13A,noprey,3
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.13A,gunnels,2
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.13A,other,3
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.17,noprey,3
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.5,noprey,4
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.5,other,1
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.14,noprey,2
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.3,noprey,4
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.18,noprey,1
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.11A,noprey,2
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.2,noprey,2
Whidbey,Pratts Bluff- INTERN,7/23/15,on,b.12B,noprey,1
Whidbey,Libby North,7/25/15,,b.2,other,1
Whidbey,Lagoon South,7/23/15,,b.1-A,noprey,1
Whidbey,Lagoon South,7/23/15,,b.1-B,noprey,1
Whidbey,Lagoon South,7/23/15,,b.1-D,noprey,1
Whidbey,Lagoon South,7/23/15,,b.1-E,noprey,1
Whidbey,Lagoon South,7/23/15,,b.2-A,noprey,2
Whidbey,Lagoon South,7/23/15,,b.2-B,noprey,1
Whidbey,Lagoon South,7/23/15,,b.2-D,noprey,5
Whidbey,Lagoon South,7/23/15,,b.2-F,noprey,1
Whidbey,Lagoon South,7/23/15,,b.2-G,noprey,3
Whidbey,Lagoon South,7/23/15,,b.2-I,noprey,1
Whidbey,Lagoon South,7/23/15,,b.3-A,noprey,1
Whidbey,Lagoon South,7/23/15,,b.3-B,noprey,4
Whidbey,Lagoon South,7/23/15,,b.3-C,noprey,2
Whidbey,Lagoon South,7/23/15,,b.3-D,noprey,1
Whidbey,Lagoon South,7/23/15,,b.3-E,noprey,2
Whidbey,Lagoon South,7/23/15,,b.3-F,noprey,1
Whidbey,Lagoon South,7/23/15,,b.3-G,noprey,3
Whidbey,Lagoon South,7/23/15,,b.3-H,noprey,1
Whidbey,Lagoon South,7/23/15,,b.3-I,noprey,1
Whidbey,Monroe Landing,7/21/15,,b.#3,gunnels,2
Whidbey,Fort Casey North,7/24/15,,b.14,noprey,1
Whidbey,Fort Casey North,7/24/15,,b.14,sculpin,2
Whidbey,Fort Casey North,7/24/15,,b.7,gunnels,2
Whidbey,Fort Casey North,7/24/15,,b.7,other,1
Whidbey,Fort Casey North,7/24/15,,b.6,noprey,1
Whidbey,Fort Casey North,7/24/15,,b.6,gunnels,1
Whidbey,Fort Casey North,7/24/15,,b.6,other,1
Whidbey,Fort Casey North,7/24/15,,b.4,noprey,1
Whidbey,Fort Casey North,7/24/15,,b.11,other,1
Whidbey,Fort Casey North,7/24/15,,b.12,other,2
Whidbey,Fort Casey North,7/24/15,,b.10,noprey,1
Whidbey,Fort Casey North,7/24/15,,b.10,sculpin,1
Whidbey,Fort Casey North,7/24/15,,b.10,gunnels,1
Whidbey,Fort Casey North,7/24/15,,b.10,other,2
Whidbey,Fort Casey North,7/24/15,,b.1.5,noprey,1
Whidbey,Fort Casey North,7/24/15,,b.1.5,sculpin,1
Whidbey,Fort Casey North,7/24/15,,b.1.5,other,1
Whidbey,Harrington North,7/16/15,,b.7,sculpin,1
Whidbey,Harrington North,7/16/15,,b.RM,other,1
Whidbey,Harrington North,7/23/15,,b.7,noprey,1
Whidbey,Harrington North,7/23/15,,b.7,gunnels,1
Whidbey,Harrington North,7/23/15,,b.4,noprey,1
Whidbey,Harrington North,7/23/15,,b.RM,noprey,2
Whidbey,Harrington North,7/23/15,,b.12,noprey,2
Whidbey,Lagoon North #0,7/10/15,,b.1A,noprey,1
Whidbey,Lagoon North #0,7/18/15,,b.1B,gunnels,1
Whidbey,Lagoon North #0,7/18/15,,b.1A,gunnels,2
Whidbey,Lagoon North #0,7/18/15,,b.2,gunnels,1
Whidbey,Lagoon North #0,7/26/15,,b.1A,gunnels,1
Whidbey,Lagoon North #0,7/26/15,,b.1B,noprey,1
Whidbey,Lagoon North #0,7/26/15,,b.1B,gunnels,1
Whidbey,Lagoon North #0,7/26/15,,b.1C,noprey,2
Whidbey,Lagoon North #0,7/26/15,,b.2,noprey,1
Whidbey,Lagoon North #1,7/24/15,,b.1C,sculpin,1
Whidbey,Lagoon North #1,7/24/15,,b.1C,gunnels,1
Whidbey,Lagoon North #1,7/24/15,,b.1,noprey,1
Whidbey,Lagoon North #1,7/24/15,,b.4,noprey,1
Whidbey,Harrington South,7/27/15,,b.8,gunnels,2
Whidbey,Mutiny Sands,7/28/15,,b.1,other,1
Whidbey,Mutiny Sands,7/28/15,,b.2,noprey,1
Whidbey,Mutiny Sands,7/28/15,,b.2,gunnels,1
Whidbey,Mutiny Sands,7/28/15,,b.2,other,1
Whidbey,Lagoon North #1,7/28/15,,b.1A,sculpin,1
Whidbey,Lagoon North #1,7/28/15,,b.A,sculpin,1
Whidbey,Lagoon North #1,7/28/15,,b.A,gunnels,1
Whidbey,Possession Point,6/20/15,,b.p-1,noprey,1
Whidbey,Possession Point,7/5/15,,b.E-1,noprey,2
Whidbey,Possession Point,7/12/15,,b.S-1,gunnels,2
Whidbey,Possession Point,7/12/15,,b.p-1,noprey,1
Whidbey,Possession Point,7/19/15,,b.E-1,gunnels,1
Whidbey,Possession Point,7/19/15,,b.E-1,other,1
Whidbey,Possession Point,7/19/15,,b.S-1,noprey,1
Whidbey,Possession Point,7/19/15,,b.S-3,noprey,1
Whidbey,Double Bluff North,6/26/15,,b.A1,noprey,1
Whidbey,Double Bluff North,6/26/15,,b.B1,noprey,2
Whidbey,Double Bluff North,6/26/15,,b.B1,gunnels,1
Whidbey,Double Bluff North,6/26/15,,b.D1,sculpin,1
Whidbey,Double Bluff North,6/26/15,,b.D2,noprey,1
Whidbey,Double Bluff North,6/26/15,,b.D3,gunnels,1
Whidbey,Double Bluff North,6/26/15,,b.D4,gunnels,1
Whidbey,Double Bluff North,6/26/15,,b.E1,noprey,3
Whidbey,Double Bluff North,7/3/15,,b.E1,sculpin,1
Whidbey,Double Bluff North,7/3/15,,b.E2,gunnels,1
Whidbey,Double Bluff North,7/17/15,,b.C1,sculpin,1
Whidbey,Double Bluff North,7/17/15,,b.C1,gunnels,1
Whidbey,Double Bluff North,7/17/15,,b.E2,gunnels,1
Whidbey,Double Bluff North,7/17/15,,b.E3,noprey,2
